timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1.51489E+12,3607,HTTP Request,200,OK,Thread Comand 1-10,text,TRUE,,109370,346,100,100,352,0,184
1.51489E+12,3118,HTTP Request,200,OK,Thread Comand 1-53,text,TRUE,,109373,346,100,100,186,0,93
1.51489E+12,3050,HTTP Request,200,OK,Thread Comand 1-81,text,TRUE,,109591,346,98,98,195,0,93
1.51489E+12,3483,HTTP Request,200,OK,Thread Comand 1-50,text,TRUE,,109410,346,97,97,208,0,106
1.51489E+12,3757,HTTP Request,200,OK,Thread Comand 1-26,text,TRUE,,109397,346,96,96,845,0,94
1.51489E+12,3021,HTTP Request,200,OK,Thread Comand 1-96,text,TRUE,,109682,346,95,95,502,0,93
1.51489E+12,3338,HTTP Request,200,OK,Thread Comand 1-76,text,TRUE,,109377,346,94,94,204,0,104
1.51489E+12,3593,HTTP Request,200,OK,Thread Comand 1-68,text,TRUE,,109377,346,93,93,206,0,105
1.51489E+12,3870,HTTP Request,200,OK,Thread Comand 1-43,text,TRUE,,109365,346,92,92,203,0,101
1.51489E+12,3816,HTTP Request,200,OK,Thread Comand 1-49,text,TRUE,,109395,346,91,91,185,0,92
1.51489E+12,4003,HTTP Request,200,OK,Thread Comand 1-32,text,TRUE,,109399,346,90,90,217,0,110
1.51489E+12,3691,HTTP Request,200,OK,Thread Comand 1-66,text,TRUE,,109377,346,89,89,201,0,101
1.51489E+12,3925,HTTP Request,200,OK,Thread Comand 1-44,text,TRUE,,109395,346,88,88,489,0,94
1.51489E+12,4358,HTTP Request,200,OK,Thread Comand 1-1,text,TRUE,,109367,346,87,87,340,0,196
1.51489E+12,4166,HTTP Request,200,OK,Thread Comand 1-27,text,TRUE,,109394,346,86,86,534,0,110
1.51489E+12,4317,HTTP Request,200,OK,Thread Comand 1-13,text,TRUE,,109411,346,85,85,546,0,136
1.51489E+12,3967,HTTP Request,200,OK,Thread Comand 1-47,text,TRUE,,109398,346,85,85,196,0,99
1.51489E+12,3451,HTTP Request,200,OK,Thread Comand 1-95,text,TRUE,,109366,346,83,83,221,0,107
1.51489E+12,4166,HTTP Request,200,OK,Thread Comand 1-28,text,TRUE,,109398,346,83,83,186,0,94
1.51489E+12,4357,HTTP Request,200,OK,Thread Comand 1-12,text,TRUE,,109375,346,81,81,316,0,168
1.51489E+12,4031,HTTP Request,200,OK,Thread Comand 1-38,text,TRUE,,109398,346,80,80,191,0,95
1.51489E+12,4157,HTTP Request,200,OK,Thread Comand 1-30,text,TRUE,,109410,346,79,79,530,0,114
1.51489E+12,3756,HTTP Request,200,OK,Thread Comand 1-69,text,TRUE,,109411,346,78,78,188,0,94
1.51489E+12,4278,HTTP Request,200,OK,Thread Comand 1-20,text,TRUE,,109417,346,77,77,210,0,94
1.51489E+12,4415,HTTP Request,200,OK,Thread Comand 1-3,text,TRUE,,109371,346,76,76,607,0,195
1.51489E+12,4405,HTTP Request,200,OK,Thread Comand 1-14,text,TRUE,,109419,346,75,75,567,0,153
1.51489E+12,3626,HTTP Request,200,OK,Thread Comand 1-90,text,TRUE,,109406,346,74,74,517,0,95
1.51489E+12,3480,HTTP Request,200,OK,Thread Comand 1-100,text,TRUE,,109405,346,73,73,272,0,127
1.51489E+12,3996,HTTP Request,200,OK,Thread Comand 1-60,text,TRUE,,109365,346,72,72,207,0,100
1.51489E+12,3938,HTTP Request,200,OK,Thread Comand 1-67,text,TRUE,,109415,346,71,71,518,0,96
1.51489E+12,4601,HTTP Request,200,OK,Thread Comand 1-5,text,TRUE,,109407,346,70,70,985,0,196
1.51489E+12,3950,HTTP Request,200,OK,Thread Comand 1-71,text,TRUE,,109410,346,69,69,187,0,94
1.51489E+12,4623,HTTP Request,200,OK,Thread Comand 1-11,text,TRUE,,109375,346,68,68,331,0,184
1.51489E+12,4291,HTTP Request,200,OK,Thread Comand 1-45,text,TRUE,,109384,346,67,67,203,0,103
1.51489E+12,3893,HTTP Request,200,OK,Thread Comand 1-82,text,TRUE,,109377,346,66,66,191,0,93
1.51489E+12,4506,HTTP Request,200,OK,Thread Comand 1-24,text,TRUE,,109396,346,65,65,206,0,101
1.51489E+12,4041,HTTP Request,200,OK,Thread Comand 1-70,text,TRUE,,109375,346,64,64,504,0,103
1.51489E+12,3892,HTTP Request,200,OK,Thread Comand 1-85,text,TRUE,,109372,346,63,63,207,0,101
1.51489E+12,4345,HTTP Request,200,OK,Thread Comand 1-40,text,TRUE,,109421,346,62,62,188,0,93
1.51489E+12,4004,HTTP Request,200,OK,Thread Comand 1-77,text,TRUE,,109388,346,61,61,216,0,99
1.51489E+12,4764,HTTP Request,200,OK,Thread Comand 1-6,text,TRUE,,109378,346,60,60,602,0,195
1.51489E+12,4252,HTTP Request,200,OK,Thread Comand 1-58,text,TRUE,,109655,346,59,59,1437,0,93
1.51489E+12,4113,HTTP Request,200,OK,Thread Comand 1-75,text,TRUE,,109631,346,58,58,1461,0,94
1.51489E+12,4766,HTTP Request,200,OK,Thread Comand 1-15,text,TRUE,,109392,346,57,57,251,0,103
1.51489E+12,4026,HTTP Request,200,OK,Thread Comand 1-93,text,TRUE,,109369,346,56,56,236,0,109
1.51489E+12,4193,HTTP Request,200,OK,Thread Comand 1-83,text,TRUE,,109647,346,55,55,508,0,92
1.51489E+12,4207,HTTP Request,200,OK,Thread Comand 1-84,text,TRUE,,109387,346,54,54,495,0,92
1.51489E+12,4942,HTTP Request,200,OK,Thread Comand 1-21,text,TRUE,,109373,346,53,53,205,0,93
1.51489E+12,4748,HTTP Request,200,OK,Thread Comand 1-48,text,TRUE,,109377,346,52,52,487,0,94
1.51489E+12,4468,HTTP Request,200,OK,Thread Comand 1-88,text,TRUE,,109371,346,51,51,521,0,98
1.51489E+12,5351,HTTP Request,200,OK,Thread Comand 1-9,text,TRUE,,109734,346,50,50,3768,0,3412
1.51489E+12,4891,HTTP Request,200,OK,Thread Comand 1-57,text,TRUE,,109381,346,49,49,206,0,103
1.51489E+12,5048,HTTP Request,200,OK,Thread Comand 1-42,text,TRUE,,109401,346,48,48,488,0,96
1.51489E+12,5196,HTTP Request,200,OK,Thread Comand 1-35,text,TRUE,,109685,346,47,47,185,0,93
1.51489E+12,5254,HTTP Request,200,OK,Thread Comand 1-33,text,TRUE,,109624,346,46,46,3721,0,3362
1.51489E+12,5233,HTTP Request,200,OK,Thread Comand 1-37,text,TRUE,,109639,346,45,45,1444,0,92
1.51489E+12,5094,HTTP Request,200,OK,Thread Comand 1-52,text,TRUE,,109390,346,44,44,201,0,100
1.51489E+12,4622,HTTP Request,200,OK,Thread Comand 1-97,text,TRUE,,109624,346,43,43,202,0,93
1.51489E+12,5529,HTTP Request,200,OK,Thread Comand 1-16,text,TRUE,,109646,346,42,42,504,0,98
1.51489E+12,5426,HTTP Request,200,OK,Thread Comand 1-29,text,TRUE,,109662,346,41,41,201,0,99
1.51489E+12,5283,HTTP Request,200,OK,Thread Comand 1-41,text,TRUE,,109631,346,40,40,3864,0,3364
1.51489E+12,5759,HTTP Request,200,OK,Thread Comand 1-4,text,TRUE,,109654,346,39,39,3789,0,3439
1.51489E+12,5480,HTTP Request,200,OK,Thread Comand 1-46,text,TRUE,,109647,346,38,38,3954,0,3373
1.51489E+12,5204,HTTP Request,200,OK,Thread Comand 1-73,text,TRUE,,109655,346,37,37,3689,0,3346
1.51489E+12,5776,HTTP Request,200,OK,Thread Comand 1-17,text,TRUE,,109639,346,36,36,3914,0,3352
1.51489E+12,5189,HTTP Request,200,OK,Thread Comand 1-78,text,TRUE,,109646,346,35,35,186,0,91
1.51489E+12,5348,HTTP Request,200,OK,Thread Comand 1-63,text,TRUE,,109638,346,34,34,188,0,93
1.51489E+12,5742,HTTP Request,200,OK,Thread Comand 1-31,text,TRUE,,109639,346,33,33,3726,0,3371
1.51489E+12,5436,HTTP Request,200,OK,Thread Comand 1-64,text,TRUE,,109654,346,32,32,3749,0,3372
1.51489E+12,5873,HTTP Request,200,OK,Thread Comand 1-22,text,TRUE,,109645,346,31,31,206,0,102
1.51489E+12,5043,HTTP Request,200,OK,Thread Comand 1-98,text,TRUE,,109638,346,30,30,3532,0,3361
1.51489E+12,6111,HTTP Request,200,OK,Thread Comand 1-2,text,TRUE,,109639,346,29,29,3822,0,3446
1.51489E+12,5737,HTTP Request,200,OK,Thread Comand 1-61,text,TRUE,,109639,346,28,28,4406,0,3350
1.51489E+12,5578,HTTP Request,200,OK,Thread Comand 1-87,text,TRUE,,109631,346,27,27,4203,0,4109
1.51489E+12,5829,HTTP Request,200,OK,Thread Comand 1-86,text,TRUE,,109639,346,26,26,4223,0,4125
1.51489E+12,5865,HTTP Request,200,OK,Thread Comand 1-92,text,TRUE,,109654,346,25,25,4436,0,4105
1.51489E+12,7744,HTTP Request,200,OK,Thread Comand 1-19,text,TRUE,,109639,346,24,24,6710,0,3362
1.51489E+12,7716,HTTP Request,200,OK,Thread Comand 1-36,text,TRUE,,109639,346,23,23,6725,0,3353
1.51489E+12,8019,HTTP Request,200,OK,Thread Comand 1-18,text,TRUE,,109661,346,22,22,6710,0,3352
1.51489E+12,7775,HTTP Request,200,OK,Thread Comand 1-55,text,TRUE,,109624,346,21,21,6742,0,3379
1.51489E+12,7729,HTTP Request,200,OK,Thread Comand 1-65,text,TRUE,,109624,346,20,20,3729,0,3355
1.51489E+12,7998,HTTP Request,200,OK,Thread Comand 1-51,text,TRUE,,109661,346,19,19,3923,0,3370
1.51489E+12,7952,HTTP Request,200,OK,Thread Comand 1-80,text,TRUE,,109639,346,18,18,6825,0,3483
1.51489E+12,10326,HTTP Request,200,OK,Thread Comand 1-54,text,TRUE,,109647,346,17,17,9199,0,9103
1.51489E+12,10456,HTTP Request,200,OK,Thread Comand 1-56,text,TRUE,,109639,346,16,16,9231,0,9123
1.51489E+12,10314,HTTP Request,200,OK,Thread Comand 1-74,text,TRUE,,109640,346,15,15,189,0,93
1.51489E+12,10334,HTTP Request,200,OK,Thread Comand 1-79,text,TRUE,,109654,346,14,14,200,0,94
1.51489E+12,10759,HTTP Request,200,OK,Thread Comand 1-39,text,TRUE,,109653,346,13,13,191,0,98
1.51489E+12,10473,HTTP Request,200,OK,Thread Comand 1-72,text,TRUE,,109647,346,12,12,9407,0,9112
1.51489E+12,10218,HTTP Request,200,OK,Thread Comand 1-99,text,TRUE,,109670,346,11,11,9213,0,9108
1.51489E+12,10788,HTTP Request,200,OK,Thread Comand 1-62,text,TRUE,,109632,346,10,10,6702,0,3346
1.51489E+12,13562,HTTP Request,200,OK,Thread Comand 1-7,text,TRUE,,109640,346,9,9,9302,0,9197
1.51489E+12,13628,HTTP Request,200,OK,Thread Comand 1-8,text,TRUE,,109640,346,8,8,12560,0,9201
1.51489E+12,13735,HTTP Request,200,OK,Thread Comand 1-23,text,TRUE,,109640,346,7,7,12486,0,9130
1.51489E+12,13698,HTTP Request,200,OK,Thread Comand 1-34,text,TRUE,,109648,346,6,6,9420,0,9115
